#observation_name	sampleA_R1	sampleB_R1
Cluster_3981	3	0
Cluster_3982	1	0
Cluster_3983	1	0
Cluster_3984	1	0
Cluster_3985	1	0
Cluster_3986	1	0
Cluster_3987	1	0
Cluster_3988	2	0
Cluster_3989	1	0
Cluster_3990	2	0
Cluster_3991	2	0
Cluster_3992	1	0
Cluster_3993	2	0
Cluster_3994	1	0
Cluster_3995	1	0
Cluster_3996	1	0
Cluster_3997	1	0
Cluster_3998	1	0
Cluster_3999	1	0
Cluster_4000	2	0
Cluster_4001	1	0
Cluster_4002	1	0
Cluster_4003	1	0
Cluster_4004	1	0
Cluster_4005	1	0
Cluster_4006	1	0
Cluster_4007	1	0
Cluster_4008	1	0
Cluster_4009	1	0
Cluster_4010	1	0
Cluster_4011	1	0
Cluster_4012	1	0
Cluster_4013	1	0
Cluster_4014	1	0
Cluster_4015	1	0
Cluster_4016	1	0
Cluster_4017	1	0
Cluster_4018	1	0
Cluster_4019	2	0
Cluster_4020	1	0
Cluster_4021	1	0
Cluster_4022	1	0
Cluster_4023	1	0
Cluster_4024	1	0
Cluster_4025	1	0
Cluster_4026	1	0
Cluster_4027	1	0
Cluster_4028	1	0
Cluster_4029	1	0
Cluster_4030	1	0
Cluster_4031	1	0
Cluster_4032	1	0
Cluster_4033	1	0
Cluster_4034	1	0
Cluster_4035	1	0
Cluster_4036	1	0
Cluster_4037	5	0
Cluster_4038	1	0
Cluster_4039	1	0
Cluster_4040	1	0
Cluster_4041	1	0
Cluster_4042	1	0
Cluster_4043	1	0
Cluster_4044	1	0
Cluster_4045	1	0
Cluster_4046	1	0
Cluster_4047	1	0
Cluster_4048	1	0
Cluster_4049	1	0
Cluster_4050	1	1
Cluster_4051	1	10
Cluster_4052	1	1000
Cluster_4053	1	0
Cluster_4054	2	0
Cluster_4055	1	0
Cluster_4056	1	0
Cluster_4057	4	0
Cluster_4058	1	0
Cluster_4059	1	0
Cluster_4060	1	0
Cluster_4061	1	0
Cluster_4062	1	0
Cluster_4063	1	0
Cluster_4064	1	0
Cluster_4065	1	0
Cluster_4066	1	0
Cluster_4067	3	0
Cluster_4068	1	0
Cluster_4069	1	0
Cluster_4070	1	0
Cluster_4071	1	0
Cluster_4072	1	0
Cluster_4073	1	0
Cluster_4074	1	0
Cluster_4075	1	0
Cluster_4076	1	0
Cluster_4077	1	0
Cluster_4078	1	0
Cluster_4079	1	0
Cluster_4080	1	0
Cluster_4081	1	0
Cluster_4082	1	0
Cluster_4083	1	0
Cluster_4084	1	0
Cluster_4085	1	0
Cluster_4086	1	0
Cluster_4087	1	0
Cluster_4088	1	0
Cluster_4089	1	0
Cluster_4090	1	0
Cluster_4091	1	0
Cluster_4092	1	0
Cluster_4093	1	0
Cluster_4094	1	0
Cluster_4095	1	0
Cluster_4096	1	0
Cluster_4097	1	0
Cluster_4098	3	0
Cluster_4099	3	0
Cluster_4100	1	0
Cluster_4101	1	0
Cluster_4102	1	0
Cluster_4103	1	0
Cluster_4104	1	0
Cluster_4105	1	0
Cluster_4106	1	0
Cluster_4107	1	0
Cluster_4108	1	0
Cluster_4109	1	0
Cluster_4110	1	0
Cluster_4111	1	0
Cluster_4112	1	0
Cluster_4113	7	0
Cluster_4114	1	0
Cluster_4115	1	0
Cluster_4116	1	0
Cluster_4117	1	0
Cluster_4118	1	0
Cluster_4119	1	0
Cluster_4120	1	0
Cluster_4121	1	0
Cluster_4122	1	0
Cluster_4123	1	0
Cluster_4124	1	0
Cluster_4125	1	0
Cluster_4126	1	0
Cluster_4127	1	0
Cluster_4128	1	0
Cluster_4129	1	0
Cluster_4130	1	0
Cluster_4131	1	0
Cluster_4132	1	0
Cluster_4133	1	0
Cluster_4134	1	0
Cluster_4135	1	0
Cluster_4136	2	0
Cluster_4137	1	0
Cluster_4138	1	0
Cluster_4139	2	0
Cluster_4140	1	0
Cluster_4141	1	0
Cluster_4142	1	0
Cluster_4143	1	0
Cluster_4144	1	0
Cluster_4145	2	0
Cluster_4146	1	0
Cluster_4147	1	0
Cluster_4148	1	0
Cluster_4149	1	0
Cluster_4150	1	0
Cluster_4151	1	0
Cluster_4152	1	0
Cluster_4153	1	0
Cluster_4154	1	0
Cluster_4155	1	0
Cluster_4156	1	0
Cluster_4157	1	0
Cluster_4158	1	0
Cluster_4159	1	0
Cluster_4160	1	0
Cluster_4161	1	0
Cluster_4162	1	0
Cluster_4163	1	0
Cluster_4164	1	0
Cluster_4165	1	0
Cluster_4166	1	0
Cluster_4167	1	0
Cluster_4168	2	0
Cluster_4169	1	0
Cluster_4170	1	0
Cluster_4171	1	0
Cluster_4172	2	0
Cluster_4173	1	0
Cluster_4174	1	0
Cluster_4175	1	0
Cluster_4176	1	0
Cluster_4177	1	0
Cluster_4178	1	0
Cluster_4179	1	0
Cluster_4180	1	0
Cluster_4181	2	0
Cluster_4182	1	0
Cluster_4183	1	0
Cluster_4184	1	0
Cluster_4185	1	0
Cluster_4186	1	0
Cluster_4187	1	0
Cluster_4188	1	0
Cluster_4189	1	0
Cluster_4190	1	0
Cluster_4191	1	0
Cluster_4192	1	0
Cluster_4193	1	0
Cluster_4194	1	0
Cluster_4195	1	0
Cluster_4196	1	0
Cluster_4197	1	0
Cluster_4198	1	0
Cluster_4199	1	0
Cluster_4200	1	0
Cluster_4201	1	0
Cluster_4202	1	0
Cluster_4203	1	0
Cluster_4204	1	0
Cluster_4205	1	0
Cluster_4206	1	0
Cluster_4207	1	0
Cluster_4208	1	0
Cluster_4209	1	0
Cluster_4210	1	0
Cluster_4211	1	0
Cluster_4212	1	0
Cluster_4213	1	0
Cluster_4214	1	0
Cluster_4215	1	0
Cluster_4216	1	0
Cluster_4217	1	0
Cluster_4218	1	0
Cluster_4219	3	0
Cluster_4220	1	0
Cluster_4221	1	0
Cluster_4222	1	0
Cluster_4223	1	0
Cluster_4224	1	0
Cluster_4225	2	0
Cluster_4226	1	0
Cluster_4227	1	0
Cluster_4228	1	0
Cluster_4229	2	0
Cluster_4230	1	0
Cluster_4231	1	0
Cluster_4232	1	0
Cluster_4233	1	0
Cluster_4234	1	0
Cluster_4235	1	0
Cluster_4236	1	0
Cluster_4237	1	0
Cluster_4238	1	0
Cluster_4239	3	0
Cluster_4240	1	0
Cluster_4241	1	0
Cluster_4242	1	0
Cluster_4243	1	0
Cluster_4244	2	0
Cluster_4245	1	0
Cluster_4246	1	0
Cluster_4247	1	0
Cluster_4248	1	0
Cluster_4249	1	0
Cluster_4250	1	0
Cluster_4251	1	0
Cluster_4252	1	0
Cluster_4253	1	0
Cluster_4254	4	0
Cluster_4255	1	0
Cluster_4256	1	0
Cluster_4257	1	0
Cluster_4258	2	0
Cluster_4259	1	0
Cluster_4260	1	0
Cluster_4261	1	0
Cluster_4262	1	0
Cluster_4263	1	0
Cluster_4264	1	0
Cluster_4265	1	0
Cluster_4266	1	0
Cluster_4267	1	0
Cluster_4268	1	0
Cluster_4269	1	0
Cluster_4270	1	0
Cluster_4271	1	0
Cluster_4272	1	0
Cluster_4273	1	0
Cluster_4274	1	0
Cluster_4275	1	0
Cluster_4276	1	0
Cluster_4277	1	0
Cluster_4278	1	0
Cluster_4279	1	0
Cluster_4280	1	0
Cluster_4281	1	0
Cluster_4282	1	0
Cluster_4283	1	0
Cluster_4284	1	0
Cluster_4285	1	0
Cluster_4286	1	0
Cluster_4287	1	0
Cluster_4288	1	0
Cluster_4289	1	0
Cluster_4290	1	0
Cluster_4291	1	0
Cluster_4292	1	0
Cluster_4293	1	0
Cluster_4294	1	0
Cluster_4295	1	0
Cluster_4296	1	0
Cluster_4297	1	0
Cluster_4298	1	0
Cluster_4299	1	0
Cluster_4300	1	0
Cluster_4301	1	0
Cluster_4302	3	0
Cluster_4303	1	0
Cluster_4304	1	0
Cluster_4305	1	0
Cluster_4306	1	0
Cluster_4307	1	0
Cluster_4308	1	0
Cluster_4309	1	0
Cluster_4310	1	0
Cluster_4311	1	0
Cluster_4312	1	0
Cluster_4313	1	0
Cluster_4314	1	0
Cluster_4315	1	0
Cluster_4316	1	0
Cluster_4317	1	0
Cluster_4318	2	0
Cluster_4319	1	0
Cluster_4320	1	0
Cluster_4321	1	0
Cluster_4322	1	0
Cluster_4323	1	0
Cluster_4324	1	0
Cluster_4325	1	0
Cluster_4326	1	0
Cluster_4327	1	0
Cluster_4328	1	0
Cluster_4329	1	0
Cluster_4330	1	0
Cluster_4331	1	0
Cluster_4332	1	0
Cluster_4333	1	0
Cluster_4334	1	0
Cluster_4335	1	0
Cluster_4336	1	0
Cluster_4337	1	0
Cluster_4338	1	0
Cluster_4339	1	0
Cluster_4340	1	0
Cluster_4341	1	0
Cluster_4342	1	0
Cluster_4343	1	0
Cluster_4344	1	0
Cluster_4345	1	0
Cluster_4346	1	0
Cluster_4347	1	0
Cluster_4348	1	0
Cluster_4349	1	0
Cluster_4350	2	0
Cluster_4351	3	0
Cluster_4352	2	0
Cluster_4353	1	0
Cluster_4354	1	0
Cluster_4355	1	0
Cluster_4356	1	0
Cluster_4357	10	0
Cluster_4358	1	0
Cluster_4359	1	0
Cluster_4360	1	0
Cluster_4361	1	0
Cluster_4362	1	0
Cluster_4363	1	0
Cluster_4364	1	0
Cluster_4365	1	0
Cluster_4366	1	0
Cluster_4367	1	0
Cluster_4368	1	0
Cluster_4369	1	0
Cluster_4370	1	0
Cluster_4371	1	0
Cluster_4372	1	0
Cluster_4373	1	0
Cluster_4374	4	0
Cluster_4375	1	0
Cluster_4376	1	0
Cluster_4377	1	0
Cluster_4378	1	0
Cluster_4379	1	0
Cluster_4380	1	0
Cluster_4381	1	0
Cluster_4382	1	0
Cluster_4383	1	0
Cluster_4384	1	0
Cluster_4385	1	0
Cluster_4386	1	0
Cluster_4387	1	0
Cluster_4388	1	0
Cluster_4389	1	0
Cluster_4390	1	0
Cluster_4391	1	0
Cluster_4392	1	0
Cluster_4393	1	0
Cluster_4394	2	0
Cluster_4395	1	0
Cluster_4396	1	0
Cluster_4397	1	0
Cluster_4398	1	0
Cluster_4399	1	0
Cluster_4400	1	0
Cluster_4401	1	0
Cluster_4402	1	0
Cluster_4403	1	0
Cluster_4404	1	0
Cluster_4405	1	0
Cluster_4406	1	0
Cluster_4407	1	0
Cluster_4408	1	0
Cluster_4409	1	0
Cluster_4410	1	0
Cluster_4411	1	0
Cluster_4412	1	0
Cluster_4413	1	0
Cluster_4414	1	0
Cluster_4415	1	0
Cluster_4416	1	0
Cluster_4417	1	0
Cluster_4418	1	0
Cluster_4419	1	0
Cluster_4420	1	0
Cluster_4421	2	0
Cluster_4422	1	0
Cluster_4423	1	0
Cluster_4424	1	0
Cluster_4425	1	0
Cluster_4426	1	0
Cluster_4427	1	0
Cluster_4428	1	0
Cluster_4429	1	0
Cluster_4430	1	0
Cluster_4431	1	0
Cluster_4432	1	0
Cluster_4433	1	0
Cluster_4434	1	0
Cluster_4435	1	0
Cluster_4436	1	0
Cluster_4437	1	0
Cluster_4438	1	0
Cluster_4439	1	0
Cluster_4440	1	0
Cluster_4441	1	0
Cluster_4442	1	0
Cluster_4443	2	0
Cluster_4444	1	0
Cluster_4445	1	0
Cluster_4446	2	0
Cluster_4447	1	0
Cluster_4448	1	0
Cluster_4449	3	0
Cluster_4450	1	0
Cluster_4451	1	0
Cluster_4452	1	0
Cluster_4453	1	0
Cluster_4454	1	0
Cluster_4455	1	0
Cluster_4456	2	0
Cluster_4457	1	0
Cluster_4458	1	0
Cluster_4459	1	0
Cluster_4460	1	0
Cluster_4461	1	0
Cluster_4462	1	0
Cluster_4463	2	0
Cluster_4464	2	0
Cluster_4465	1	0
Cluster_4466	1	0
Cluster_4467	1	0
Cluster_4468	1	0
Cluster_4469	1	0
Cluster_4470	1	0
Cluster_4471	1	0
Cluster_4472	1	0
Cluster_4473	1	0
Cluster_4474	1	0
Cluster_4475	1	0
Cluster_4476	1	0
Cluster_4477	1	0
Cluster_4478	1	0
Cluster_4479	1	0
Cluster_4480	1	0
Cluster_4481	1	0
Cluster_4482	1	0
Cluster_4483	1	0
Cluster_4484	1	0
Cluster_4485	1	0
Cluster_4486	1	0
Cluster_4487	1	0
Cluster_4488	1	0
Cluster_4489	1	0
Cluster_4490	1	0
Cluster_4491	1	0
Cluster_4492	1	0
Cluster_4493	1	0
Cluster_4494	1	0
Cluster_4495	1	0
Cluster_4496	1	0
Cluster_4497	1	0
Cluster_4498	1	0
Cluster_4499	1	0
Cluster_4500	2	0
Cluster_4501	1	0
Cluster_4502	1	0
Cluster_4503	1	0
Cluster_4504	1	0
Cluster_4505	1	0
Cluster_4506	1	0
Cluster_4507	2	0
Cluster_4508	1	0
Cluster_4509	1	0
Cluster_4510	1	0
Cluster_4511	1	0
Cluster_4512	1	0
Cluster_4513	1	0
Cluster_4514	1	0
Cluster_4515	1	0
Cluster_4516	1	0
Cluster_4517	2	0
Cluster_4518	1	0
Cluster_4519	1	0
Cluster_4520	1	0
Cluster_4521	1	0
Cluster_4522	1	0
Cluster_4523	1	0
Cluster_4524	2	0
Cluster_4525	1	0
Cluster_4526	2	0
Cluster_4527	1	0
Cluster_4528	1	0
Cluster_4529	1	0
Cluster_4530	1	0
Cluster_4531	1	0
Cluster_4532	1	0
Cluster_4533	1	0
Cluster_4534	1	0
Cluster_4535	1	0
Cluster_4536	1	0
Cluster_4537	1	0
Cluster_4538	1	0
Cluster_4539	1	0
Cluster_4540	1	0
Cluster_4541	1	0
Cluster_4542	1	0
Cluster_4543	1	0
Cluster_4544	2	0
Cluster_4545	1	0
Cluster_4546	1	0
Cluster_4547	1	0
Cluster_4548	1	0
Cluster_4549	1	0
Cluster_4550	1	0
Cluster_4551	1	0
Cluster_4552	1	0
Cluster_4553	1	0
Cluster_4554	1	0
Cluster_4555	1	0
Cluster_4556	1	0
Cluster_4557	1	0
Cluster_4558	1	0
Cluster_4559	1	0
Cluster_4560	1	0
Cluster_4561	1	0
Cluster_4562	1	0
Cluster_4563	1	0
Cluster_4564	1	0
Cluster_4565	1	0
Cluster_4566	1	0
Cluster_4567	2	0
Cluster_4568	2	0
Cluster_4569	1	0
Cluster_4570	1	0
Cluster_4571	1	0
Cluster_4572	1	0
Cluster_4573	1	0
Cluster_4574	1	0
Cluster_4575	1	0
Cluster_4576	2	0
Cluster_4577	1	0
Cluster_4578	1	0
Cluster_4579	1	0
Cluster_4580	1	0
Cluster_4581	1	0
Cluster_4582	1	0
Cluster_4583	1	0
Cluster_4584	1	0
Cluster_4585	1	0
Cluster_4586	1	0
Cluster_4587	1	0
Cluster_4588	1	0
Cluster_4589	1	0
Cluster_4590	1	0
Cluster_4591	2	0
Cluster_4592	1	0
Cluster_4593	2	0
Cluster_4594	1	0
Cluster_4595	2	0
Cluster_4596	1	0
Cluster_4597	1	0
Cluster_4598	1	0
Cluster_4599	1	0
Cluster_4600	1	0
Cluster_4601	1	0
Cluster_4602	1	0
Cluster_4603	1	0
Cluster_4604	1	0
Cluster_4605	1	0
Cluster_4606	1	0
Cluster_4607	1	0
Cluster_4608	1	0
Cluster_4609	3	0
Cluster_4610	2	0
Cluster_4611	1	0
Cluster_4612	2	0
Cluster_4613	1	0
Cluster_4614	1	0
Cluster_4615	6	0
Cluster_4616	1	0
Cluster_4617	1	0
Cluster_4618	1	0
Cluster_4619	2	0
Cluster_4620	1	0
Cluster_4621	1	0
Cluster_4622	1	0
Cluster_4623	1	0
Cluster_4624	1	0
Cluster_4625	1	0
Cluster_4626	4	0
Cluster_4627	1	0
Cluster_4628	1	0
Cluster_4629	2	0
Cluster_4630	1	0
Cluster_4631	1	0
Cluster_4632	1	0
Cluster_4633	1	0
Cluster_4634	3	0
Cluster_4635	1	0
Cluster_4636	1	0
Cluster_4637	1	0
Cluster_4638	1	0
Cluster_4639	1	0
Cluster_4640	1	0
Cluster_4641	1	0
Cluster_4642	1	0
Cluster_4643	1	0
Cluster_4644	1	0
Cluster_4645	1	0
Cluster_4646	1	0
Cluster_4647	1	0
Cluster_4648	1	0
Cluster_4649	1	0
Cluster_4650	2	0
Cluster_4651	1	0
Cluster_4652	1	0
Cluster_4653	1	0
Cluster_4654	1	0
Cluster_4655	1	0
Cluster_4656	1	0
Cluster_4657	1	0
Cluster_4658	1	0
Cluster_4659	1	0
Cluster_4660	1	0
Cluster_4661	2	0
Cluster_4662	1	0
Cluster_4663	1	0
Cluster_4664	1	0
Cluster_4665	1	0
Cluster_4666	1	0
Cluster_4667	1	0
Cluster_4668	1	0
Cluster_4669	1	0
Cluster_4670	1	0
Cluster_4671	2	0
Cluster_4672	1	0
Cluster_4673	1	0
Cluster_4674	1	0
Cluster_4675	1	0
Cluster_4676	1	0
Cluster_4677	1	0
Cluster_4678	1	0
Cluster_4679	1	0
Cluster_4680	1	0
Cluster_4681	1	0
Cluster_4682	1	0
Cluster_4683	1	0
Cluster_4684	1	0
Cluster_4685	1	0
Cluster_4686	1	0
Cluster_4687	1	0
Cluster_4688	1	0
Cluster_4689	1	0
Cluster_4690	1	0
Cluster_4691	1	0
Cluster_4692	1	0
Cluster_4693	1	0
Cluster_4694	1	0
Cluster_4695	1	0
Cluster_4696	1	0
Cluster_4697	1	0
Cluster_4698	1	0
Cluster_4699	1	0
Cluster_4700	4	0
Cluster_4701	1	0
Cluster_4702	1	0
Cluster_4703	1	0
Cluster_4704	1	0
Cluster_4705	1	0
Cluster_4706	1	0
Cluster_4707	1	0
Cluster_4708	1	0
Cluster_4709	2	0
Cluster_4710	1	0
Cluster_4711	3	0
Cluster_4712	1	0
Cluster_4713	1	0
Cluster_4714	1	0
Cluster_4715	1	0
Cluster_4716	1	0
Cluster_4717	1	0
Cluster_4718	1	0
Cluster_4719	1	0
Cluster_4720	1	0
Cluster_4721	2	0
Cluster_4722	1	0
Cluster_4723	1	0
Cluster_4724	1	0
Cluster_4725	1	0
Cluster_4726	1	0
Cluster_4727	1	0
Cluster_4728	1	0
Cluster_4729	1	0
Cluster_4730	1	0
Cluster_4731	3	0
Cluster_4732	1	0
Cluster_4733	1	0
Cluster_4734	1	0
Cluster_4735	1	0
Cluster_4736	1	0
Cluster_4737	1	0
Cluster_4738	1	0
Cluster_4739	1	0
Cluster_4740	1	0
Cluster_4741	1	0
Cluster_4742	1	0
Cluster_4743	1	0
Cluster_4744	1	0
Cluster_4745	1	0
Cluster_4746	1	0
Cluster_4747	1	0
Cluster_4748	1	0
Cluster_4749	1	0
Cluster_4750	1	0
Cluster_4751	1	0
Cluster_4752	1	0
Cluster_4753	1	0
Cluster_4754	1	0
Cluster_4755	1	0
Cluster_4756	1	0
Cluster_4757	1	0
Cluster_4758	1	0
Cluster_4759	3	0
Cluster_4760	1	0
Cluster_4761	1	0
Cluster_4762	1	0
Cluster_4763	1	0
Cluster_4764	1	0
Cluster_4765	1	0
Cluster_4766	1	0
Cluster_4767	1	0
Cluster_4768	1	0
Cluster_4769	1	0
Cluster_4770	1	0
Cluster_4771	1	0
Cluster_4772	1	0
Cluster_4773	2	0
Cluster_4774	1	0
Cluster_4775	1	0
Cluster_4776	1	0
Cluster_4777	1	0
Cluster_4778	1	0
Cluster_4779	1	0
Cluster_4780	1	0
Cluster_4781	1	0
Cluster_4782	1	0
Cluster_4783	1	0
Cluster_4784	1	0
Cluster_4785	1	0
Cluster_4786	1	0
Cluster_4787	1	0
Cluster_4788	1	0
Cluster_4789	1	0
Cluster_4790	1	0
Cluster_4791	2	0
Cluster_4792	1	0
Cluster_4793	1	0
Cluster_4794	1	0
Cluster_4795	1	0
Cluster_4796	1	0
Cluster_4797	1	0
Cluster_4798	1	0
Cluster_4799	1	0
Cluster_4800	1	0
Cluster_4801	1	0
Cluster_4802	1	0
Cluster_4803	1	0
Cluster_4804	1	0
Cluster_4805	1	0
Cluster_4806	1	0
Cluster_4807	1	0
Cluster_4808	1	0
Cluster_4809	1	0
Cluster_4810	1	0
Cluster_4811	1	0
Cluster_4812	1	0
Cluster_4813	1	0
Cluster_4814	1	0
Cluster_4815	2	0
Cluster_4816	1	0
Cluster_4817	1	0
Cluster_4818	1	0
Cluster_4819	1	0
Cluster_4820	1	0
Cluster_4821	1	0
Cluster_4822	1	0
Cluster_4823	1	0
Cluster_4824	1	0
Cluster_4825	1	0
Cluster_4826	1	0
Cluster_4827	1	0
Cluster_4828	1	0
Cluster_4829	1	0
Cluster_4830	1	0
Cluster_4831	1	0
Cluster_4832	1	0
Cluster_4833	2	0
Cluster_4834	1	0
Cluster_4835	1	0
Cluster_4836	1	0
Cluster_4837	1	0
Cluster_4838	1	0
Cluster_4839	1	0
Cluster_4840	1	0
Cluster_4841	1	0
Cluster_4842	1	0
Cluster_4843	1	0
Cluster_4844	1	0
Cluster_4845	1	0
Cluster_4846	1	0
Cluster_4847	1	0
Cluster_4848	1	0
Cluster_4849	1	0
Cluster_4850	1	0
Cluster_4851	1	0
Cluster_4852	1	0
Cluster_4853	1	0
Cluster_4854	1	0
Cluster_4855	1	0
Cluster_4856	1	0
Cluster_4857	1	0
Cluster_4858	1	0
Cluster_4859	1	0
Cluster_4860	1	0
Cluster_4861	1	0
Cluster_4862	1	0
Cluster_4863	2	0
Cluster_4864	2	0
Cluster_4865	2	0
Cluster_4866	1	0
Cluster_4867	1	0
Cluster_4868	4	0
Cluster_4869	1	0
Cluster_4870	1	0
Cluster_4871	1	0
Cluster_4872	1	0
Cluster_4873	1	0
Cluster_4874	1	0
Cluster_4875	2	0
Cluster_4876	1	0
Cluster_4877	1	0
Cluster_4878	1	0
Cluster_4879	1	0
Cluster_4880	1	0
Cluster_4881	2	0
Cluster_4882	1	0
Cluster_4883	1	0
Cluster_4884	1	0
Cluster_4885	1	0
Cluster_4886	1	0
Cluster_4887	1	0
Cluster_4888	1	0
Cluster_4889	1	0
Cluster_4890	1	0
Cluster_4891	1	0
Cluster_4892	2	0
Cluster_4893	1	0
Cluster_4894	1	0
Cluster_4895	1	0
Cluster_4896	1	0
Cluster_4897	1	0
Cluster_4898	1	0
Cluster_4899	1	0
Cluster_4900	1	0
Cluster_4901	1	0
Cluster_4902	1	0
Cluster_4903	1	0
Cluster_4904	1	0
Cluster_4905	1	0
Cluster_4906	1	0
Cluster_4907	1	0
Cluster_4908	1	0
Cluster_4909	1	0
Cluster_4910	1	0
Cluster_4911	1	0
Cluster_4912	1	0
Cluster_4913	2	0
Cluster_4914	1	0
Cluster_4915	1	0
Cluster_4916	2	0
Cluster_4917	1	0
Cluster_4918	1	0
Cluster_4919	1	0
Cluster_4920	1	0
Cluster_4921	1	0
Cluster_4922	1	0
Cluster_4923	1	0
Cluster_4924	1	0
Cluster_4925	1	0
Cluster_4926	1	0
Cluster_4927	1	0
Cluster_4928	1	0
Cluster_4929	1	0
Cluster_4930	1	0
Cluster_4931	1	0
Cluster_4932	1	0
Cluster_4933	1	0
Cluster_4934	1	0
Cluster_4935	1	0
Cluster_4936	1	0
Cluster_4937	4	0
Cluster_4938	1	0
Cluster_4939	1	0
Cluster_4940	1	0
Cluster_4941	1	0
Cluster_4942	1	0
Cluster_4943	1	0
Cluster_4944	2	0
Cluster_4945	1	0
Cluster_4946	1	0
Cluster_4947	1	0
Cluster_4948	1	0
Cluster_4949	1	0
Cluster_4950	1	0
Cluster_4951	1	0
Cluster_4952	1	0
Cluster_4953	1	0
Cluster_4954	1	0
Cluster_4955	1	0
Cluster_4956	1	0
Cluster_4957	1	0
Cluster_4958	2	0
Cluster_4959	1	0
Cluster_4960	1	0
Cluster_4961	2	0
Cluster_4962	1	0
Cluster_4963	1	0
Cluster_4964	1	0
Cluster_4965	1	0
Cluster_4966	1	0
Cluster_4967	1	0
Cluster_4968	1	0
Cluster_4969	1	0
Cluster_4970	1	0
Cluster_4971	1	0
Cluster_4972	1	0
Cluster_4973	1	0
Cluster_4974	1	0
Cluster_4975	2	0
Cluster_4976	1	0
Cluster_4977	1	0
Cluster_4978	2	0
Cluster_4979	1	0
Cluster_4980	4	0
Cluster_4981	1	0
Cluster_4982	1	0
Cluster_4983	1	0
Cluster_4984	1	0
Cluster_4985	1	0
Cluster_4986	1	0
Cluster_4987	1	0
Cluster_4988	1	0
Cluster_4989	1	0
Cluster_4990	1	0
Cluster_4991	1	0
Cluster_4992	1	0
Cluster_4993	2	0
Cluster_4994	1	0
Cluster_4995	1	0
Cluster_4996	1	0
Cluster_4997	1	0
Cluster_4998	1	0
Cluster_4999	1	0
Cluster_5000	1	0
Cluster_5001	1	0
Cluster_5002	1	0
Cluster_5003	1	0
Cluster_5004	2	0
Cluster_5005	1	0
Cluster_5006	1	0
Cluster_5007	2	0
Cluster_5008	1	0
Cluster_5009	2	0
Cluster_5010	1	0
Cluster_5011	1	0
Cluster_5012	1	0
Cluster_5013	1	0
Cluster_5014	1	0
Cluster_5015	2	0
Cluster_5016	1	0
Cluster_5017	2	0
Cluster_5018	1	0
Cluster_5019	1	0
Cluster_5020	1	0
Cluster_5021	2	0
Cluster_5022	1	0
Cluster_5023	1	0
Cluster_5024	1	0
Cluster_5025	1	0
Cluster_5026	1	0
Cluster_5027	1	0
Cluster_5028	1	0
Cluster_5029	1	0
Cluster_5030	1	0
Cluster_5031	1	0
Cluster_5032	1	0
Cluster_5033	1	0
Cluster_5034	1	0
Cluster_5035	1	0
Cluster_5036	1	0
Cluster_5037	1	0
Cluster_5038	1	0
Cluster_5039	2	0
Cluster_5040	1	0
Cluster_5041	1	0
Cluster_5042	1	0
Cluster_5043	1	0
Cluster_5044	1	0
Cluster_5045	1	0
Cluster_5046	1	0
Cluster_5047	1	0
Cluster_5048	1	0
Cluster_5049	1	0
Cluster_5050	1	0
Cluster_5051	1	0
Cluster_5052	1	0
Cluster_5053	1	0
Cluster_5054	1	0
Cluster_5055	1	0
Cluster_5056	1	0
Cluster_5057	1	0
Cluster_5058	1	0
Cluster_5059	1	0
Cluster_5060	1	0
Cluster_5061	1	0
Cluster_5062	2	0
Cluster_5063	2	0
Cluster_5064	1	0
Cluster_5065	1	0
Cluster_5066	1	0
Cluster_5067	1	0
Cluster_5068	1	0
Cluster_5069	1	0
Cluster_5070	1	0
Cluster_5071	1	0
Cluster_5072	1	0
Cluster_5073	1	0
Cluster_5074	1	0
Cluster_5075	1	0
Cluster_5076	1	0
Cluster_5077	1	0
Cluster_5078	1	0
Cluster_5079	1	0
Cluster_5080	1	0
Cluster_5081	2	0
Cluster_5082	1	0
Cluster_5083	2	0
Cluster_5084	1	0
Cluster_5085	1	0
Cluster_5086	1	0
Cluster_5087	1	0
Cluster_5088	1	0
Cluster_5089	1	0
Cluster_5090	1	0
Cluster_5091	1	0
Cluster_5092	1	0
Cluster_5093	2	0
Cluster_5094	4	0
Cluster_5095	1	0
Cluster_5096	1	0
Cluster_5097	1	0
Cluster_5098	1	0
Cluster_5099	1	0
Cluster_5100	1	0
Cluster_5101	1	0
Cluster_5102	1	0
Cluster_5103	1	0
Cluster_5104	1	0
Cluster_5105	1	0
Cluster_5106	1	0
Cluster_5107	4	0
Cluster_5108	1	0
Cluster_5109	2	0
Cluster_5110	1	0
Cluster_5111	3	0
Cluster_5112	1	0
Cluster_5113	1	0
Cluster_5114	1	0
Cluster_5115	1	0
Cluster_5116	1	0
Cluster_5117	1	0
Cluster_5118	1	0
Cluster_5119	1	0
Cluster_5120	1	0
Cluster_5121	1	0
Cluster_5122	1	0
Cluster_5123	1	0
Cluster_5124	1	0
Cluster_5125	1	0
Cluster_5126	1	0
Cluster_5127	1	0
Cluster_5128	1	0
Cluster_5129	1	0
Cluster_5130	1	0
Cluster_5131	1	0
Cluster_5132	1	0
Cluster_5133	1	0
Cluster_5134	1	0
Cluster_5135	1	0
Cluster_5136	1	0
Cluster_5137	1	0
Cluster_5138	1	0
Cluster_5139	1	0
Cluster_5140	1	0
Cluster_5141	1	0
Cluster_5142	2	0
Cluster_5143	1	0
Cluster_5144	1	0
