#id	sample1_ITS1	sample2_ITS1
M00842:223:000000000-B33D5:1:1103:27998:17827_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:10903:4397_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:26131:6767_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:6987:7035_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9336:15907_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:4423:12828_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:12059:9520_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:27234:11702_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4362:8225_ITS1	90	89
M00842:223:000000000-B33D5:1:1112:27257:12313_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:15921:16611_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:11709:8690_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:13242:15510_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:8449:18531_ITS1	1	0
M00842:223:000000000-B33D5:1:1119:26469:4952_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:4095:18007_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:6413:19674_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:8323:9376_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16088:25058_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:10820:11109_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:21837:10853_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:22610:21576_ITS1	1	1
M00842:223:000000000-B33D5:1:1106:4328:18112_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:13235:8676_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2349:12705_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:23486:21793_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:14261:23615_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:18136:15353_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:7644:4821_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:3533:16028_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18290:10475_ITS1	8	7
M00842:223:000000000-B33D5:1:1101:5737:9532_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:8940:24132_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:24067:15119_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:29016:13165_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:21163:2276_ITS1	4	10
M00842:223:000000000-B33D5:1:1113:21763:8702_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:18852:24714_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:16277:4721_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:22268:20605_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:8646:13945_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:20869:7903_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:18079:23581_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:23239:13423_ITS1	2	0
M00842:223:000000000-B33D5:1:1106:11688:11546_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22239:16520_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:22837:20645_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:6609:22863_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:20092:12191_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:19040:3889_ITS1	74	80
M00842:223:000000000-B33D5:1:1108:11971:12613_ITS1	1	1
M00842:223:000000000-B33D5:1:1104:16404:25055_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:10446:19350_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:28315:15696_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:13050:4031_ITS1	0	4
M00842:223:000000000-B33D5:1:1115:17987:14334_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:22333:7276_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:3273:11460_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:22645:24772_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:3435:10713_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:2187:14257_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:16336:2173_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:2354:13817_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:25823:6458_ITS1	9	3
M00842:223:000000000-B33D5:1:1112:20124:20686_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:2776:16976_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:13572:9290_ITS1	2	1
M00842:223:000000000-B33D5:1:1106:11653:22910_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:26470:17675_ITS1	20	28
M00842:223:000000000-B33D5:1:1109:16698:24103_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:19788:3759_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:15395:22691_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:18358:21379_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:6890:3336_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:19689:13559_ITS1	0	5
M00842:223:000000000-B33D5:1:1116:10336:20132_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:18445:12962_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:12373:5728_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9059:6935_ITS1	1	4
M00842:223:000000000-B33D5:1:1109:26904:21620_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:7586:9172_ITS1	6	16
M00842:223:000000000-B33D5:1:1109:21354:14382_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:21280:20376_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:20819:5614_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:15759:2392_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:9096:13332_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:19983:12058_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:4876:21812_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:19650:5113_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:21507:2808_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:14146:6985_ITS1	88	66
M00842:223:000000000-B33D5:1:1109:20390:5808_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:7942:15300_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:28147:15532_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:24516:20058_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:28502:18857_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:9167:22188_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:24247:4209_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:8948:16948_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:7615:4582_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:18193:13158_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:22770:21178_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7461:4075_ITS1	1	2
M00842:223:000000000-B33D5:1:1102:13361:12833_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:19823:20445_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9770:19371_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16286:11689_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4699:18380_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:13995:19851_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:22392:9769_ITS1	27	21
M00842:223:000000000-B33D5:1:1116:6563:12303_ITS1	0	2
M00842:223:000000000-B33D5:1:1104:2591:9146_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:26321:18158_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:3659:6718_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:12250:21840_ITS1	3	11
M00842:223:000000000-B33D5:1:1113:16396:22621_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:10397:3671_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:6009:8562_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:25482:6329_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:24342:2741_ITS1	0	2
M00842:223:000000000-B33D5:1:1106:3964:19083_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:12852:14333_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:16158:9650_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:19255:21419_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:5440:5557_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:5777:17299_ITS1	75	73
M00842:223:000000000-B33D5:1:1113:13213:3378_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:21634:17375_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:11438:2926_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:23242:7372_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:26479:12868_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:21314:13211_ITS1	0	3
M00842:223:000000000-B33D5:1:1104:25877:9480_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:6487:11478_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:14392:14253_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14919:12303_ITS1	0	2
M00842:223:000000000-B33D5:1:1102:21141:19152_ITS1	4	6
M00842:223:000000000-B33D5:1:1101:5669:7633_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:11185:15577_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:8318:18819_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19068:19886_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:16908:19350_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:23529:4812_ITS1	20	27
M00842:223:000000000-B33D5:1:1107:7487:12075_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:8628:15849_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:9873:20398_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:5512:13007_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18595:13228_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:24553:9276_ITS1	1	3
M00842:223:000000000-B33D5:1:1104:5829:15599_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:25849:12049_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:20438:4903_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:12540:3575_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:9118:24384_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:2217:10382_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:9142:17477_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:22827:8153_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:2661:11130_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:6985:3901_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:27101:20450_ITS1	6	6
M00842:223:000000000-B33D5:1:1101:2630:15352_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:5402:13647_ITS1	0	2
M00842:223:000000000-B33D5:1:1103:2443:11522_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8033:3782_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:29146:9701_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:12368:17067_ITS1	6	7
M00842:223:000000000-B33D5:1:1113:3488:7288_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:18865:14668_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:6328:9493_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:5606:20740_ITS1	1	1
M00842:223:000000000-B33D5:1:1104:17823:14219_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:10521:20321_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:11000:24562_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:15180:11344_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:15706:17160_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:7686:17396_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:5031:10033_ITS1	102	110
M00842:223:000000000-B33D5:1:1109:24556:23265_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:25572:17538_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:7782:7518_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:8138:2977_ITS1	1	1
M00842:223:000000000-B33D5:1:1108:26121:6783_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:6265:10893_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:23420:3753_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:22045:24567_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:11645:7473_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:24722:9018_ITS1	0	7
M00842:223:000000000-B33D5:1:1116:19440:3150_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7280:2181_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:21486:8666_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:6112:4047_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:5576:19333_ITS1	2	0
M00842:223:000000000-B33D5:1:1103:7822:3663_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:23211:3628_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:19193:11692_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:16750:15404_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:12297:7421_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:4212:5782_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:28900:12625_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2485:8954_ITS1	6	4
M00842:223:000000000-B33D5:1:1109:20434:5601_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:24138:16777_ITS1	11	9
M00842:223:000000000-B33D5:1:1101:2979:15970_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:7444:20196_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:6852:21225_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:24844:4455_ITS1	1	1
M00842:223:000000000-B33D5:1:1118:3213:10261_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:28484:7748_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:24036:2195_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:16700:10732_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:14445:17273_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:4322:20908_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:16071:2010_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:27611:9751_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13956:19321_ITS1	34	42
M00842:223:000000000-B33D5:1:1109:7715:22007_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:18962:13063_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:10885:17240_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:13323:22847_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:8186:12568_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:26585:4809_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:14528:13973_ITS1	4	8
M00842:223:000000000-B33D5:1:1114:2223:15663_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:3698:14717_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:11348:23360_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:6697:22832_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:3467:6594_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:14620:16002_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:3837:17903_ITS1	5	6
M00842:223:000000000-B33D5:1:1112:19701:24703_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:16274:10381_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:18356:6418_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:14956:6241_ITS1	45	38
M00842:223:000000000-B33D5:1:1106:21429:7815_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:8035:19177_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:28560:10576_ITS1	3	0
M00842:223:000000000-B33D5:1:1102:24102:2799_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:18612:16923_ITS1	0	3
M00842:223:000000000-B33D5:1:1112:26797:17860_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:13566:8755_ITS1	3	3
M00842:223:000000000-B33D5:1:1116:8074:16220_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:15650:6269_ITS1	34	29
M00842:223:000000000-B33D5:1:1103:24387:11180_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:20774:6882_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:15120:19773_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:6020:11387_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21222:1882_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:23817:18214_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:9526:3988_ITS1	3	3
M00842:223:000000000-B33D5:1:1107:24495:14592_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2782:16534_ITS1	4	10
M00842:223:000000000-B33D5:1:1102:3951:11769_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:8209:24465_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:14000:19910_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:2861:10490_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:22935:24079_ITS1	4	3
M00842:223:000000000-B33D5:1:1115:5578:16224_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:9144:18446_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22144:11106_ITS1	22	24
M00842:223:000000000-B33D5:1:1102:11686:17349_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:13481:1995_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:6109:10192_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:17072:15912_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:23201:1990_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:15634:4690_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:7589:24462_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:25532:21731_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:17797:2660_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:7563:23068_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:15031:7152_ITS1	2	3
M00842:223:000000000-B33D5:1:1104:25787:6529_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:22299:21495_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:14393:2320_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:24220:2630_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:22629:12864_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:10574:8483_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:11182:24437_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:3559:9513_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:26607:16888_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:10991:21201_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:2402:13601_ITS1	1	1
M00842:223:000000000-B33D5:1:1115:15618:22788_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:14270:2742_ITS1	100	114
M00842:223:000000000-B33D5:1:1103:9155:21253_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:5241:22084_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:15306:4371_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:14844:10644_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:3804:9010_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:13907:12998_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:13042:24025_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:11219:17251_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:17590:22553_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:12702:3603_ITS1	1	1
M00842:223:000000000-B33D5:1:1116:10575:8069_ITS1	0	3
M00842:223:000000000-B33D5:1:1117:8638:22442_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:9103:5100_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:18309:16716_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2783:15479_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:27641:8275_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:17116:15531_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:9009:23612_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:20705:16013_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:9519:20715_ITS1	1	1
M00842:223:000000000-B33D5:1:1118:15065:21456_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:21462:4315_ITS1	20	15
M00842:223:000000000-B33D5:1:1101:7124:9492_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9727:20096_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:23314:11851_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:23950:4719_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:24859:15101_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:28261:16969_ITS1	4	6
M00842:223:000000000-B33D5:1:1107:6382:18729_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2081:11136_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:14510:17694_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9478:13874_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:7534:23234_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:12687:9936_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:26760:20532_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:25458:13988_ITS1	0	2
M00842:223:000000000-B33D5:1:1103:19655:3598_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:19133:9450_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:21832:10090_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:26973:18814_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:5891:19137_ITS1	82	63
M00842:223:000000000-B33D5:1:1112:27536:19773_ITS1	2	0
M00842:223:000000000-B33D5:1:1103:20984:24872_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:21542:21686_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:11407:13013_ITS1	1	1
M00842:223:000000000-B33D5:1:1102:4140:19627_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:26321:5942_ITS1	0	6
M00842:223:000000000-B33D5:1:1108:21713:3565_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:4858:19153_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:2981:17057_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:25181:23144_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:25868:14467_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:6353:15888_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:19394:5548_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:12765:17733_ITS1	4	5
M00842:223:000000000-B33D5:1:1117:4910:17445_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:6223:4219_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:6988:7673_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:18566:12724_ITS1	4	11
M00842:223:000000000-B33D5:1:1108:18857:23826_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:18475:15521_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:4317:20948_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:4927:20292_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7783:21552_ITS1	0	2
M00842:223:000000000-B33D5:1:1104:22016:21792_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:13643:19032_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:24456:7712_ITS1	84	75
M00842:223:000000000-B33D5:1:1109:8441:23022_ITS1	0	2
M00842:223:000000000-B33D5:1:1112:11523:6347_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:15378:3968_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:26261:14823_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:6621:18876_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:21529:10188_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:19996:24848_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:23855:14760_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:8344:15941_ITS1	0	4
M00842:223:000000000-B33D5:1:1116:12774:11652_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:6124:11209_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:27565:18956_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9807:17749_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:18357:2611_ITS1	2	6
M00842:223:000000000-B33D5:1:1101:14863:21731_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9867:8778_ITS1	3	0
M00842:223:000000000-B33D5:1:1115:23133:4678_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:10872:9913_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:27034:6385_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:28956:17104_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:2326:17275_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:13431:9817_ITS1	41	36
M00842:223:000000000-B33D5:1:1118:13969:5494_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4150:11193_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:16273:16806_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:10789:3137_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7167:21507_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:2642:17110_ITS1	0	3
M00842:223:000000000-B33D5:1:1101:26263:16443_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2454:13268_ITS1	2	5
M00842:223:000000000-B33D5:1:1103:2274:14172_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:21305:16822_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:3454:8016_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:19057:19209_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:7601:21331_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:18286:8991_ITS1	2	3
M00842:223:000000000-B33D5:1:1105:2567:13167_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:3656:6546_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3041:15049_ITS1	5	2
M00842:223:000000000-B33D5:1:1106:21921:24565_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:2499:13142_ITS1	4	5
M00842:223:000000000-B33D5:1:1109:5075:18195_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:23359:16942_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:22639:15042_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:5103:19288_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:24480:13244_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:24363:12244_ITS1	85	94
M00842:223:000000000-B33D5:1:1110:12675:14932_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:16614:24931_ITS1	1	0
