#id	sample1_ITS1	sample2_ITS1
M00842:223:000000000-B33D5:1:1114:23630:13869_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:6205:19109_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:16305:5835_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:5873:19324_ITS1	0	5
M00842:223:000000000-B33D5:1:1118:7690:14413_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18245:9052_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4195:5406_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:15125:20707_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2965:9708_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:22933:10956_ITS1	13	19
M00842:223:000000000-B33D5:1:1116:27043:17317_ITS1	0	2
M00842:223:000000000-B33D5:1:1106:16874:6117_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20163:11191_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:14091:12699_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:16120:4149_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:12174:13238_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:21436:4222_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:12119:2642_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:12698:6128_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:3354:8137_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:6569:23372_ITS1	32	21
M00842:223:000000000-B33D5:1:1102:4000:10172_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:22253:4689_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:25672:7011_ITS1	2	0
M00842:223:000000000-B33D5:1:1117:15010:18334_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:17791:5874_ITS1	1	1
M00842:223:000000000-B33D5:1:1109:17354:17740_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:15835:4460_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:22149:24609_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:3616:13355_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23133:22085_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:9353:5975_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:12902:15040_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:8673:7228_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:2922:18373_ITS1	0	2
M00842:223:000000000-B33D5:1:1103:4691:7003_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19467:9102_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:2049:12973_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:3596:17516_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:26318:13484_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:6630:6141_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:7157:10076_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:10276:11816_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:18382:3945_ITS1	11	8
M00842:223:000000000-B33D5:1:1102:21861:5926_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18236:21621_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:14275:6132_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:9284:8829_ITS1	0	2
M00842:223:000000000-B33D5:1:1112:18872:7483_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:13667:23222_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:18436:7735_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:7064:11718_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:12286:6888_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:9095:8996_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:16114:20471_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:18946:4447_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:4495:12077_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:6143:5779_ITS1	3	3
M00842:223:000000000-B33D5:1:1117:3574:13562_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:14660:6135_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:26147:21535_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:9792:21152_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:4252:9865_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:9687:18418_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:20799:5931_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:14358:5248_ITS1	1	1
M00842:223:000000000-B33D5:1:1108:24767:3818_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:22743:17892_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:7028:7441_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:11407:24247_ITS1	35	39
M00842:223:000000000-B33D5:1:1102:9623:19218_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21158:5755_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:25857:16342_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:26949:18976_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:16687:3690_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:10940:7422_ITS1	1	1
M00842:223:000000000-B33D5:1:1116:5579:14264_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15422:22662_ITS1	3	7
M00842:223:000000000-B33D5:1:1112:6144:13565_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:17549:4383_ITS1	3	0
M00842:223:000000000-B33D5:1:1114:16553:11127_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:14124:5681_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:2091:13648_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:3914:20391_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:4688:6471_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:15443:19734_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:8642:24561_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:9899:11355_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:3883:16027_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:2953:13875_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:24241:5058_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:9182:2579_ITS1	28	16
M00842:223:000000000-B33D5:1:1104:13511:18976_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:16163:16749_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3344:11511_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8207:21323_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18548:7767_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:7652:10477_ITS1	5	3
M00842:223:000000000-B33D5:1:1101:6449:20797_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:11080:8921_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:4276:7950_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:11727:12316_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:16359:8989_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:24788:13373_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18084:9021_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:20088:7646_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:2715:8143_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:26240:18702_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:12366:9951_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23373:20324_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:16945:18840_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:3339:12440_ITS1	79	71
M00842:223:000000000-B33D5:1:1108:5759:10948_ITS1	0	2
M00842:223:000000000-B33D5:1:1117:9809:3248_ITS1	0	2
M00842:223:000000000-B33D5:1:1114:23279:15279_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:11899:12666_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:12974:18261_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:17596:19122_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:22486:21065_ITS1	1	1
M00842:223:000000000-B33D5:1:1110:15860:15328_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:19943:4213_ITS1	0	5
M00842:223:000000000-B33D5:1:1116:13419:15968_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:25702:8648_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:12904:13364_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:10322:10282_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:4964:7392_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:24099:21774_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:3601:19945_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:23227:13830_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:14478:5081_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:19886:19264_ITS1	3	2
M00842:223:000000000-B33D5:1:1103:20479:3287_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:4731:10700_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:7395:21608_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:23231:16976_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:7025:12822_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:4603:14124_ITS1	6	7
M00842:223:000000000-B33D5:1:1105:18004:16662_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:3606:19649_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:10185:7901_ITS1	2	0
M00842:223:000000000-B33D5:1:1116:19297:23049_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:28602:12491_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:15374:23147_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:3589:11399_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:7320:8131_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:6548:6664_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:3923:13757_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:15288:22080_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:4220:15588_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:9600:24484_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:5713:7850_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:16166:18394_ITS1	1	1
M00842:223:000000000-B33D5:1:1103:10495:20488_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:16555:10753_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:11049:24653_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:20702:13754_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:9778:11411_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21368:6619_ITS1	1	1
M00842:223:000000000-B33D5:1:1110:18430:23114_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:4008:6586_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4661:10880_ITS1	94	69
M00842:223:000000000-B33D5:1:1103:24977:8717_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:6116:18511_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:23638:8704_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:27048:7031_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:17691:19924_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:26961:9983_ITS1	0	4
M00842:223:000000000-B33D5:1:1101:14424:3919_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:21496:23242_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:27030:11700_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:7275:13298_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:19543:16121_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:7630:22871_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:8718:22203_ITS1	13	11
M00842:223:000000000-B33D5:1:1118:18125:6193_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:6122:14038_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:3133:10291_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:5378:5961_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:4019:19186_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:22857:16289_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:17535:21696_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:3320:16750_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:6825:2835_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:3663:12377_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:6433:17100_ITS1	14	18
M00842:223:000000000-B33D5:1:1103:5491:4651_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:7724:16026_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:11522:20746_ITS1	1	1
M00842:223:000000000-B33D5:1:1118:2410:14159_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:2360:16947_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:9850:22596_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:14494:8359_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:21227:14814_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:27129:13481_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:6183:5531_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:5108:22141_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:19576:7450_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:2310:12707_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:15276:5048_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:7696:8037_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:17622:21592_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:12489:1884_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:9645:7568_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:13575:1976_ITS1	0	1
M00842:223:000000000-B33D5:1:1119:12909:1963_ITS1	0	1
M00842:223:000000000-B33D5:1:1119:18029:4222_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:24452:2659_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:3882:10056_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:20871:21845_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4890:12499_ITS1	4	2
M00842:223:000000000-B33D5:1:1109:13780:7629_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:27086:13694_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:8998:6496_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:13753:6203_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:4248:17811_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:8737:22144_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:17328:7497_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:2149:14938_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:13493:5438_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4945:19848_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:15871:5853_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:20695:8955_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:17666:25038_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:7141:15111_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:16170:6411_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:14885:21401_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:3036:14091_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:16253:20677_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:13561:16742_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:5441:22066_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:20146:3902_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20708:19907_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:5855:14963_ITS1	1	1
M00842:223:000000000-B33D5:1:1113:10103:7728_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:21420:24184_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23361:10664_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:16011:24871_ITS1	20	25
M00842:223:000000000-B33D5:1:1108:21205:15596_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:5389:20635_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:24510:13907_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:16587:21092_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:5068:21382_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:20207:22747_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:5680:9335_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:5137:20558_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:16975:22695_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:12334:24708_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2740:11519_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:9568:10540_ITS1	0	2
M00842:223:000000000-B33D5:1:1107:25077:19962_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:24630:6715_ITS1	32	28
M00842:223:000000000-B33D5:1:1103:6395:10704_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:3843:15745_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7076:3829_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:11850:6662_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:22847:7615_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:3272:6971_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:20469:6340_ITS1	4	3
M00842:223:000000000-B33D5:1:1107:5414:10997_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:24816:9912_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14081:6670_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:3231:12023_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:20594:21726_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:7068:23722_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15686:7585_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:11780:13977_ITS1	1	1
M00842:223:000000000-B33D5:1:1117:22482:19042_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:5197:20624_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:23608:18389_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:4679:19640_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:8469:5518_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:25372:12262_ITS1	1	2
M00842:223:000000000-B33D5:1:1117:5238:7361_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:4911:20342_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:8723:10098_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:12715:20780_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:8977:19422_ITS1	92	82
M00842:223:000000000-B33D5:1:1110:6161:10525_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:7270:10905_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:22220:5076_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:27614:6608_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:3890:7350_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9069:21603_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:15701:7115_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:9313:13394_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:21506:2204_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:27198:13938_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:3525:15441_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:16185:14234_ITS1	0	5
M00842:223:000000000-B33D5:1:1101:27617:9288_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:11950:3297_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:4367:6439_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:22152:18881_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:23143:3536_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:21394:18671_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:5257:16164_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:8455:8979_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:6191:11960_ITS1	7	2
M00842:223:000000000-B33D5:1:1116:22907:5965_ITS1	0	3
M00842:223:000000000-B33D5:1:1103:23315:10394_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:27799:17785_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:10343:12718_ITS1	1	1
M00842:223:000000000-B33D5:1:1108:18339:10210_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:17170:8643_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:21177:18562_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18504:2295_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:12227:22612_ITS1	12	18
M00842:223:000000000-B33D5:1:1103:26477:15944_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:11217:4149_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:6565:8032_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:13277:9593_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:13141:7891_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:15807:11963_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3335:11307_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:4345:12419_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:3971:17097_ITS1	3	4
M00842:223:000000000-B33D5:1:1103:2799:12315_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:4617:7075_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:27172:8865_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:11938:6129_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:6145:5383_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:27347:19415_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:19172:14703_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:13554:2345_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:21127:5547_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:5566:22690_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13810:6237_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:10595:19884_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:7465:10121_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:14424:14118_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:14758:10046_ITS1	2	0
M00842:223:000000000-B33D5:1:1105:17319:16959_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:29084:14550_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:4915:19550_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:5010:21565_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:3724:8730_ITS1	47	44
M00842:223:000000000-B33D5:1:1108:22122:19268_ITS1	1	1
M00842:223:000000000-B33D5:1:1106:17764:18740_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:11585:9517_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:12059:21827_ITS1	0	6
M00842:223:000000000-B33D5:1:1103:16804:25017_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:27691:20256_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:26528:6062_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20307:14500_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:29075:12436_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:15434:21224_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9314:24606_ITS1	7	6
M00842:223:000000000-B33D5:1:1108:25568:4312_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:4680:9112_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:7883:18024_ITS1	13	23
M00842:223:000000000-B33D5:1:1105:14302:9270_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:15933:10945_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:1988:13180_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:24892:10872_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:15142:9830_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:15421:10253_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:10252:2942_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16653:4652_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:16290:21922_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:10746:21268_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:23489:4917_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22955:20256_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:24815:8522_ITS1	4	3
M00842:223:000000000-B33D5:1:1104:11201:18458_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:9918:10730_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:9320:23029_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:25791:11033_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:6179:6759_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:9318:7524_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:3634:6699_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:2547:16119_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:19425:9459_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:6747:22966_ITS1	1	1
M00842:223:000000000-B33D5:1:1102:20965:18108_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:19786:9334_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:11189:23840_ITS1	49	40
M00842:223:000000000-B33D5:1:1117:9723:23911_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:20743:19566_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:27507:19386_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:25988:16206_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:12002:22001_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:10725:23262_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:8259:10261_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:24461:6114_ITS1	4	6
M00842:223:000000000-B33D5:1:1101:17123:1962_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:23170:13796_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:12873:1956_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:15817:7244_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:11154:19232_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:9857:14157_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:2976:18427_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:24611:9322_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18506:21348_ITS1	0	2
M00842:223:000000000-B33D5:1:1110:8393:24715_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:2483:15530_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:17830:3495_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:2309:10791_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:3361:14179_ITS1	0	1
