#id	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2109:12896:6931.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19739:13765.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:15454:8464.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18696:2726.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:12059:24681.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18937:25059.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:6039:12668.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:25228:24089.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24088:10476.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18094:10473.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:26249:17841.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10755:8490.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:17931:17081.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:23511:24444.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:17198:12134.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:27980:13558.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:12646:27688.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13456:5194.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:28458:15262.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16102:10545.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13316:23773.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:20974:16860.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:3168:12453.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:24120:17429.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22685:6656.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:25367:21491.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:15564:14229.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18176:16518.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10200:11413.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:7780:11381.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7183:26235.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24806:14698.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16165:14987.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:9874:5252.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13756:23148.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18983:27452.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:25623:7071.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11791:15954.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7372:16746.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:25209:9549.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:14718:23127.1	21	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8385:10568.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14019:9511.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15792:17134.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18624:4564.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14920:3377.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:13511:28571.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16895:18455.1	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:2900:14636.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22311:6841.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9307:15166.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20321:23116.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27585:9097.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:12418:6586.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14568:21548.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:15997:16105.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10692:4482.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4808:6995.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22987:16381.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21821:10933.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27182:7590.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:25092:16377.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24557:16229.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17480:25454.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:4691:23033.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:21486:13396.1	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:7347:10082.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:26379:23761.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24247:22586.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:22944:7467.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:6776:8315.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9259:24233.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:13594:17265.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:27710:14518.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:25531:10502.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:14632:2729.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17360:3304.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:6201:8391.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9448:17475.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13144:2704.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10313:3598.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:28688:18346.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:18562:23017.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15400:13201.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15871:15104.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11315:22118.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:8402:24149.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:3269:15780.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12957:21368.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:15297:21534.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12875:19535.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:17508:19185.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18719:25237.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10333:16384.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24019:17365.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:17599:2445.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8532:9266.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:11737:16092.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5698:12784.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:29431:13667.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:19244:25936.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14114:23722.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18342:14493.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:8097:9569.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17950:15221.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:23252:19411.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:22663:25107.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17990:20870.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:7021:15770.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8787:16440.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:1818:16247.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:13945:15476.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:16278:2812.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19073:16688.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:26797:22351.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21909:10649.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:11904:27482.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:26647:11836.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:3488:20775.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21502:21071.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22634:15055.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:23837:10452.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25361:9061.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18516:24160.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27092:10826.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16228:10579.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17830:18609.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:8341:19629.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:6419:21720.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11027:2334.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9833:6744.1	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:6701:24462.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:14766:4231.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21665:19963.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20238:9485.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17506:11940.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:25073:5943.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14076:8208.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8110:13841.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11757:24341.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23673:12010.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14652:11685.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:27067:8586.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:25464:20524.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:15391:17142.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:25189:19572.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19197:20704.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17379:23939.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23553:15028.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24396:10940.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:7164:13393.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:5443:21023.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:20881:21938.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23636:5493.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14995:17069.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14236:23327.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:23997:5527.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:5473:15290.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:2773:13320.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:25493:22392.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:9752:26272.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11395:3135.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5969:19472.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:17352:23943.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:22339:27011.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:26277:23801.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:25733:7383.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24771:19980.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18418:6733.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:7102:13170.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13185:10936.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:7183:10626.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:7892:16159.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17405:8118.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:2853:19475.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:9258:11056.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10281:25250.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:13482:8858.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12342:13515.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17066:25033.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23495:22861.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:6105:17768.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22440:24679.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:4905:20585.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24389:23840.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:9155:12468.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11263:9228.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17889:22505.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24955:6515.1	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:26801:20548.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21829:18112.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11573:21078.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:28642:13885.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10088:20913.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:8910:5391.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10990:4575.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16347:5339.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:17035:21324.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:28334:14466.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:19119:6490.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14672:5983.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:16808:2898.1	811	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22396:4886.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:11913:11077.1	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:26969:8020.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:25810:15984.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:22885:22448.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10193:5776.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:27966:11907.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:3016:20851.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11097:15895.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20949:6549.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18644:2233.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26201:9270.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17228:16194.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21832:22366.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:25457:17662.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:19405:15685.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20296:13982.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:21766:15395.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:28074:10785.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18337:28118.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11266:3384.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22788:19671.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:23596:9751.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6398:6765.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:10190:2668.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5541:16996.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9487:18738.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:19954:25171.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:15162:2227.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:21036:10353.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12451:17951.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:17099:5364.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:27910:21449.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9768:14300.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5259:9854.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:5991:20927.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:12866:7171.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7783:4183.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14483:3796.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:16001:24768.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:3520:17267.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8823:8528.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:2090:17833.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8288:7323.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12145:27453.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:21819:20278.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23442:25983.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17029:26152.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24216:15864.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:29346:14637.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10175:6263.1	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21817:11131.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:12271:25954.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:27697:12997.1	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:22620:25395.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:13041:6266.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:26992:13207.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7616:18781.1	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:4681:21845.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19289:20545.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14320:22656.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9400:4804.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21633:26554.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:16304:4227.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7504:25793.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:4974:19051.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:18406:13140.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16509:3104.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18030:21481.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21649:14403.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12379:15648.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:6514:17457.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19268:27345.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:14315:19572.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:3938:10335.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19395:26145.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16289:6947.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:25706:10214.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9610:25678.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4668:20431.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:19841:2763.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:3056:20335.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16209:14873.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14938:12475.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9315:16003.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:16689:9586.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13653:21439.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:12372:17714.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:19414:16757.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:29280:12194.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:14481:6690.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:5198:19297.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24227:6322.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18790:6522.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18802:6134.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:19302:22417.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:20147:23672.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:24584:18517.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:21826:27012.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8635:18963.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:6627:16678.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9952:7745.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:18392:14394.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:14875:29239.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:6001:19233.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:15174:24904.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:23805:16754.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:15248:21785.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:8283:7762.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14536:25680.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:12677:13433.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4678:11472.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:10313:5671.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:17414:9920.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:24013:19886.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24648:23746.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:2223:12881.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:25674:19261.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:12717:13150.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:11561:12599.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:16763:25369.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:13865:11180.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16024:10870.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18189:7842.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11721:18324.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:16795:13166.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:3589:18574.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:4267:13407.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:6159:20580.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:28668:17872.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21486:13719.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27844:12068.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:27676:21499.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10035:26779.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22012:20302.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13025:13497.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:17443:4160.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5261:22885.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:8958:7165.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12167:22644.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9655:11502.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10881:19931.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:27677:16616.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:19862:14429.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21039:26828.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:27351:13852.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10546:4418.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22397:26171.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10220:5806.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16673:26934.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:25468:17271.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13748:13999.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:20330:20691.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11622:18666.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:2202:17076.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21352:19877.1	1	0
