#seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2110:8696:8786.1	Cluster_3436	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5116:10307.1	Cluster_3437	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:28255:13707.1	Cluster_3438	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12528:22836.1	Cluster_3439	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:26146:9531.1	Cluster_3440	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27989:9252.1	Cluster_3441	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20379:10953.1	Cluster_3442	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:3142:19695.1	Cluster_3443	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18008:10338.1	Cluster_3444	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16066:1625.1	Cluster_3445	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:2324:17197.1	Cluster_3446	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9147:9118.1	Cluster_3447	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14222:27379.1	Cluster_3448	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14199:24488.1	Cluster_3449	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:12079:23696.1	Cluster_3450	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:17139:18376.1	Cluster_3451	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24820:10219.1	Cluster_3452	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7932:9159.1	Cluster_3453	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19899:12397.1	Cluster_3454	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13070:6065.1	Cluster_3455	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10997:9873.1	Cluster_3456	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:7091:13910.1	Cluster_3457	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:5210:17431.1	Cluster_3458	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:6121:10401.1	Cluster_3459	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10008:9604.1	Cluster_3460	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:23306:12103.1	Cluster_3461	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:26706:7435.1	Cluster_3462	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18631:28372.1	Cluster_3463	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20310:4573.1	Cluster_3464	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13324:16228.1	Cluster_3465	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:20172:20313.1	Cluster_3466	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:4897:9795.1	Cluster_3467	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:16794:9278.1	Cluster_3468	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24429:18387.1	Cluster_3469	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11570:9855.1	Cluster_3470	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23452:4788.1	Cluster_3471	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19506:9608.1	Cluster_3472	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19020:24076.1	Cluster_3473	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:24394:17031.1	Cluster_3474	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:22427:20318.1	Cluster_3475	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:12589:25042.1	Cluster_3476	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:15231:22050.1	Cluster_3477	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9064:20660.1	Cluster_3478	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:16464:4179.1	Cluster_3479	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:27194:21584.1	Cluster_3480	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:17042:13628.1	Cluster_3481	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17153:24305.1	Cluster_3482	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11922:5835.1	Cluster_3483	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:5621:23904.1	Cluster_3484	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17500:8836.1	Cluster_3485	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:12718:26850.1	Cluster_3486	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18434:3396.1	Cluster_3487	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18680:19489.1	Cluster_3488	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17850:7202.1	Cluster_3489	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:24123:25100.1	Cluster_3490	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4847:6897.1	Cluster_3491	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25965:19344.1	Cluster_3492	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:8648:25452.1	Cluster_3493	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24507:5382.1	Cluster_3494	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:8284:10314.1	Cluster_3495	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10470:19375.1	Cluster_3496	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19285:14873.1	Cluster_3497	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15654:17633.1	Cluster_3498	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:4777:8230.1	Cluster_3499	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17998:24369.1	Cluster_3500	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16019:12491.1	Cluster_3501	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17608:15398.1	Cluster_3502	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:8966:14620.1	Cluster_3503	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:5722:14969.1	Cluster_3504	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23617:10850.1	Cluster_3505	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:23188:20524.1	Cluster_3506	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25470:15062.1	Cluster_3507	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:20082:20257.1	Cluster_3508	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16436:28227.1	Cluster_3509	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7667:19523.1	Cluster_3510	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:6519:14920.1	Cluster_3511	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:27169:14256.1	Cluster_3512	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:9763:10211.1	Cluster_3513	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24756:5555.1	Cluster_3514	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:3165:15052.1	Cluster_3515	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21952:8371.1	Cluster_3516	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17330:8977.1	Cluster_3517	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:18262:26112.1	Cluster_3518	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18690:24784.1	Cluster_3519	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8538:17049.1	Cluster_3520	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:26135:6370.1	Cluster_3521	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17610:24099.1	Cluster_3522	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16153:5668.1	Cluster_3523	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:25388:9974.1	Cluster_3524	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14879:7470.1	Cluster_3525	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19041:2934.1	Cluster_3526	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20320:9990.1	Cluster_3527	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:7519:20436.1	Cluster_3528	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24155:6883.1	Cluster_3529	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9522:16400.1	Cluster_3530	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14023:26740.1	Cluster_3531	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:13885:2429.1	Cluster_3532	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:15197:8316.1	Cluster_3533	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:24014:7641.1	Cluster_3534	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18402:20419.1	Cluster_3535	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15550:24586.1	Cluster_3536	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:25718:18115.1	Cluster_3537	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24379:7873.1	Cluster_3538	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19893:25201.1	Cluster_3539	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13973:12527.1	Cluster_3540	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10017:8236.1	Cluster_3541	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:12103:27102.1	Cluster_3542	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16563:3062.1	Cluster_3543	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13041:12938.1	Cluster_3544	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:2563:18477.1	Cluster_3545	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18224:13860.1	Cluster_3546	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20476:17352.1	Cluster_3547	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:18219:16204.1	Cluster_3548	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:23791:9901.1	Cluster_3549	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17499:27034.1	Cluster_3550	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7148:4646.1	Cluster_3551	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:20247:5699.1	Cluster_3552	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17479:2046.1	Cluster_3553	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:29015:19518.1	Cluster_3554	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27526:20923.1	Cluster_3555	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:17397:18736.1	Cluster_3556	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13690:17258.1	Cluster_3557	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4070:14215.1	Cluster_3558	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26212:21303.1	Cluster_3559	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23257:26941.1	Cluster_3560	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17247:18583.1	Cluster_3561	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:8499:18199.1	Cluster_3562	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10550:28033.1	Cluster_3563	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:26010:24665.1	Cluster_3564	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5814:8227.1	Cluster_3565	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:17535:3858.1	Cluster_3566	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:4770:13688.1	Cluster_3567	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:23968:6091.1	Cluster_3568	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:27078:12545.1	Cluster_3569	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9086:26643.1	Cluster_3570	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:6104:22051.1	Cluster_3571	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7343:26476.1	Cluster_3572	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9755:14426.1	Cluster_3573	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:18515:18959.1	Cluster_3574	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:11291:17197.1	Cluster_3575	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9699:25150.1	Cluster_3576	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15229:12072.1	Cluster_3577	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23446:19541.1	Cluster_3578	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8015:25005.1	Cluster_3579	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14645:14449.1	Cluster_3580	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13929:2159.1	Cluster_3581	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:19052:11754.1	Cluster_3582	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27599:14770.1	Cluster_3583	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24617:21854.1	Cluster_3584	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8163:12376.1	Cluster_3585	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25360:6122.1	Cluster_3586	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:19149:27678.1	Cluster_3587	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10527:2695.1	Cluster_3588	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26226:10745.1	Cluster_3589	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17770:4053.1	Cluster_3590	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20553:27659.1	Cluster_3591	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:7990:25269.1	Cluster_3592	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:8584:16299.1	Cluster_3593	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24235:11262.1	Cluster_3594	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13441:10253.1	Cluster_3595	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10737:11351.1	Cluster_3596	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:25522:9824.1	Cluster_3597	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:11831:15060.1	Cluster_3598	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18603:21399.1	Cluster_3599	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:7669:21760.1	Cluster_3600	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:12155:14913.1	Cluster_3601	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9260:6651.1	Cluster_3602	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:2587:18019.1	Cluster_3603	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21816:4487.1	Cluster_3604	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17907:26239.1	Cluster_3605	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:14665:4499.1	Cluster_3606	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:6130:9749.1	Cluster_3607	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:19081:15575.1	Cluster_3608	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20088:11414.1	Cluster_3609	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:22460:15639.1	Cluster_3610	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:15528:5756.1	Cluster_3611	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13458:19564.1	Cluster_3612	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24254:8829.1	Cluster_3613	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:15487:23146.1	Cluster_3614	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:26372:20045.1	Cluster_3615	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:8813:21883.1	Cluster_3616	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8110:13841.1	Cluster_3617	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:27067:8586.1	Cluster_3618	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15934:22829.1	Cluster_3619	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:25464:20524.1	Cluster_3620	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23553:15028.1	Cluster_3621	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:10157:6224.1	Cluster_3622	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24396:10940.1	Cluster_3623	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15438:3573.1	Cluster_3624	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:15011:11404.1	Cluster_3625	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:8940:11057.1	Cluster_3626	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:5134:13768.1	Cluster_3627	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:25477:24239.1	Cluster_3628	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21969:9835.1	Cluster_3629	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:24703:19379.1	Cluster_3630	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16167:12945.1	Cluster_3631	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16509:3164.1	Cluster_3632	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:12307:12631.1	Cluster_3633	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13946:20561.1	Cluster_3634	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7144:12181.1	Cluster_3635	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:12030:24496.1	Cluster_3636	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5298:21036.1	Cluster_3637	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:6643:22789.1	Cluster_3638	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16680:9095.1	Cluster_3639	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:10106:9342.1	Cluster_3640	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:19500:12510.1	Cluster_3641	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:11699:22247.1	Cluster_3642	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:2457:14050.1	Cluster_3643	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20891:24673.1	Cluster_3644	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25143:6557.1	Cluster_3645	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9371:14419.1	Cluster_3646	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:3199:15918.1	Cluster_3647	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20493:27851.1	Cluster_3648	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:7806:13167.1	Cluster_3649	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:4058:13669.1	Cluster_3650	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:19062:13756.1	Cluster_3651	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13724:4304.1	Cluster_3652	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:5326:9532.1	Cluster_3653	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24247:13890.1	Cluster_3654	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:8263:17448.1	Cluster_3655	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18910:11529.1	Cluster_3656	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:28531:20132.1	Cluster_3657	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:15574:5572.1	Cluster_3658	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7515:21280.1	Cluster_3659	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8146:7284.1	Cluster_3660	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:3295:18994.1	Cluster_3661	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:25168:15696.1	Cluster_3662	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:21412:9046.1	Cluster_3663	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21063:16328.1	Cluster_3664	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:9405:4319.1	Cluster_3665	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:15500:9489.1	Cluster_3666	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:26503:18966.1	Cluster_3667	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21860:23951.1	Cluster_3668	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7197:16357.1	Cluster_3669	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:27793:9351.1	Cluster_3670	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:5134:15610.1	Cluster_3671	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:4810:12288.1	Cluster_3672	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:27676:21499.1	Cluster_3673	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:6383:16178.1	Cluster_3674	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11397:2358.1	Cluster_3675	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11309:10883.1	Cluster_3676	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:2551:12666.1	Cluster_3677	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5476:23693.1	Cluster_3678	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22338:19490.1	Cluster_3679	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17113:18778.1	Cluster_3680	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14593:27401.1	Cluster_3681	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:27006:17911.1	Cluster_3682	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:24616:7968.1	Cluster_3683	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26826:16941.1	Cluster_3684	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8704:13636.1	Cluster_3685	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12087:16285.1	Cluster_3686	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18044:10591.1	Cluster_3687	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7931:18231.1	Cluster_3688	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:5821:21087.1	Cluster_3689	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:16876:18881.1	Cluster_3690	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:17088:19943.1	Cluster_3691	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12638:20949.1	Cluster_3692	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18133:17285.1	Cluster_3693	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20148:16842.1	Cluster_3694	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:5826:8976.1	Cluster_3695	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17655:28817.1	Cluster_3696	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:20320:28112.1	Cluster_3697	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16296:20872.1	Cluster_3698	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:6371:18828.1	Cluster_3699	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16857:21549.1	Cluster_3700	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9825:7963.1	Cluster_3701	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:27127:13013.1	Cluster_3702	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:9025:14003.1	Cluster_3703	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17890:6486.1	Cluster_3704	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22618:10965.1	Cluster_3705	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:16489:22699.1	Cluster_3706	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:11077:3859.1	Cluster_3707	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:3794:16006.1	Cluster_3708	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:21232:22091.1	Cluster_3709	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:9808:7188.1	Cluster_3710	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9638:3637.1	Cluster_3711	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:5354:20827.1	Cluster_3712	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17605:6663.1	Cluster_3713	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10461:27750.1	Cluster_3714	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17450:10953.1	Cluster_3715	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17672:7359.1	Cluster_3716	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11593:4674.1	Cluster_3717	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:2763:11749.1	Cluster_3718	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17854:4634.1	Cluster_3719	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21245:24729.1	Cluster_3720	1	1	0
