level1	level2	level3	gene_family
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.5
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00848
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.6
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00849
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.7
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.8
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18676
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.10
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.11
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00850
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16370
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21071
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K24182
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.12
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00851
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K25031
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.13
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11441
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.14
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11214
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.15
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00852
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.16
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00853
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K24707
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.17
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00854
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.18
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.19
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00855
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.20
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00856
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.21
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00857
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.22
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K06211
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10524
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.23
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00858
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.24
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00859
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02318
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.25
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00860
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00955
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13811
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.26
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00861
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11753
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K20884
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.27
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.28
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00863
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.29
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00863
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.30
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00864
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19583
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.31
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15918
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.32
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00866
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K14156
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.33
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00867
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K01947
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K03525
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K09680
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.34
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.35
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00868
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.36
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00869
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.39
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00872
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02203
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02204
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.40
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00873
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K12406
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.41
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.42
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.43
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16190
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.44
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18677
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.45
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00874
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.46
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K12446
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.47
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00875
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K22935
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.48
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00876
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.49
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00877
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00941
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K14153
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21219
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.50
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00878
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K14154
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.51
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00879
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.52
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K05305
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K25314
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K25315
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.53
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00880
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.54
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.55
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00881
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.56
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00882
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.58
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00883
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.59
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00884
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.60
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00885
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K12409
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13967
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.61
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.62
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.63
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00886
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.64
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19517
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.65
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K04339
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.66
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00887
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.67
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00888
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13711
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19801
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.68
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00889
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13712
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.71
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00891
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13829
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13830
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.72
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K04343
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K12570
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.73
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00892
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K22026
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.74
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00893
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15519
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.76
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10353
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15519
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.77
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.78
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K08073
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K14399
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.79
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.80
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.81
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18201
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.82
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00894
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K14156
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.83
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16328
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16330
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.84
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.85
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18673
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.86
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19386
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.87
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10673
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.88
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.89
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K07251
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.90
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00895
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21071
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.91
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K04718
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.92
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K03338
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.93
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.94
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K09881
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.95
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00897
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19272
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19274
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19299
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19300
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19315
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19543
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.100
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00899
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.101
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21621
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.102
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.103
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.105
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00900
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K01103
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19028
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19029
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19030
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.106
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11809
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.107
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00901
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K07029
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.108
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00902
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.113
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00904
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15518
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.114
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.118
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.119
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K17880
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.121
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K05878
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K05879
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K05881
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.122
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.127
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00911
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.130
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00912
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.134
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00913
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.136
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.137
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00914
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.138
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K04715
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.140
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00915
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.142
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.143
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.144
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00917
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.145
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K05961
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.146
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00918
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.147
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00918
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K08074
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.148
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00919
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.149
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00920
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.150
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00921
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.151
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00915
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.153
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00922
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21289
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.154
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00923
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.156
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02231
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.157
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18674
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.158
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10572
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19786
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.159
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00913
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K01765
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.160
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10669
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.161
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K07732
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.162
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K13059
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.163
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18817
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.164
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10837
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.165
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K00865
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11529
