level1	level2	level3	gene_family
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.166
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11211
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.167
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K03272
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K21344
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.168
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K07031
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.169
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K06982
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.170
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K09001
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.171
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15522
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.172
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K15523
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.173
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K10524
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.174
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16368
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.175
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16146
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.176
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16214
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.177
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16651
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.178
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18126
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.179
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K16018
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.180
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K03734
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.181
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18827
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.182
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18678
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.183
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K17547
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.184
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18478
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.185
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18689
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.186
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K18690
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.187
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19978
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.188
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19979
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.189
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11216
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.190
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K17910
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K19883
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.191
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02793
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02794
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.192
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11192
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.193
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02803
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02804
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.194
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02821
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02822
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.195
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11200
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.196
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02759
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02760
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.197
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02798
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02800
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.198
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02781
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02782
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.199
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02778
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02779
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02791
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K20118
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.200
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02773
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02774
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.201
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02819
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	EC:2.7.1.202
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02768
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02769
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K02770
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11183
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11194
Transferases	Transferring phosphorus-containing groups	Phosphotransferases with an alcohol group as acceptor	K11195
